epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_loss
,0.001,4509,,,
31,,4509,,0.8547573685646057,
,0.001,4519,,,
31,,4519,,0.8314986824989319,
,0.001,4529,,,
31,,4529,,0.7320684194564819,
,0.001,4539,,,
31,,4539,,0.9048262238502502,
,0.001,4549,,,
31,,4549,,0.8196491003036499,
,0.001,4559,,,
31,,4559,,0.7245951890945435,
,0.001,4569,,,
31,,4569,,0.8670201301574707,
,0.001,4579,,,
31,,4579,,0.8754754066467285,
,0.001,4589,,,
31,,4589,,0.7639857530593872,
,0.001,4599,,,
31,,4599,,0.7958996891975403,
,0.001,4609,,,
31,,4609,,0.7744534611701965,
,0.001,4619,,,
31,,4619,,0.8408318758010864,
,0.001,4629,,,
31,,4629,,0.8742541074752808,
,0.001,4639,,,
31,,4639,,0.15675164759159088,
31,,4639,,,1.5675346851348877
31,,4639,0.8205088973045349,,
,0.001,4649,,,
32,,4649,,0.88467937707901,
